,SlNo,Employer,Job Title,Status,Location,Others
35,744,Yelp Inc.,Business Intelligence Data Analyst,Certified,"San Francisco, California",LCA
36,745,Yelp Inc.,Business Intelligence Data Analyst,Certified,"San Francisco, California",LCA
37,746,Yelp Inc.,Data Analyst,Certified,"San Francisco, California",LCA
38,747,Youcaring Dot Com Llc,Data Analyst,Certified,"San Francisco, California",LCA
39,748,Youcaring Dot Com Llc,Data Analyst,Certified,"San Francisco, California",LCA
40,749,"Zendrive, Inc.",Data Analyst (transportation),Certified,"San Francisco, California",LCA
41,750,Zinus Inc.,Demand Forecasting Data Analyst,Certified,"San Leandro, California",LCA
16,751,Zinus Inc.,Demand Forecasting Data Analyst,Certified,"San Leandro, California",LCA
17,752,"Ziprecruiter, Inc.",Data Analyst,Certified,"Santa Monica, California",LCA
18,753,Zynga Inc.,Data Analyst (manager),Certified,"San Francisco, California",LCA
19,754,Zynga Inc.,Senior Data Analyst,Certified,"San Francisco, California",LCA
